beer_name,beer_abv,beer_ibu,beer_srm,beer_kcal,national_id,category_id,brewery_id,description,ounces
W.I.P.A Snappa,0.053,,,,america,Belgian IPA,10,,16
Pepper in the Rye,0.063,,,,america,Rye Beer,10,,16
Moe Lasses',0.064,,,,america,American Stout,10,,16
Pumpkin Tart,0.07,,,,america,Fruit / Vegetable Beer,10,,16
Undertaker,0.067,,,,america,Belgian Dark Ale,10,,16
Undertaker (2014),0.067,,,,america,Belgian Dark Ale,10,,16
Coq D'Or,0.05,,,,america,Belgian Pale Ale,10,,16
North French,0.06,,,,america,Bière de Garde,10,,16
Agent a Deux,0.065,,,,america,Belgian Dark Ale,10,,16
Belgian Wit,0.045,,,,america,Witbier,10,,16
Pothole Stout,0.063,,,,america,American Stout,10,,16
Tree Bucket,0.093,,,,america,Belgian IPA,10,,16
Le Flaneur Ale,0.073,,,,america,American Wild Ale,10,,16
Maize & Blueberry,0.056,,,,america,Fruit / Vegetable Beer,10,,16
Trebuchet Double IPA,0.093,,,,america,American Double / Imperial IPA,10,,16
Contemplation,0.065,,,,america,Bière de Garde,10,,16
Black Rabbit,0.05,,,,america,American Black Ale,10,,16
Zaison,0.09,,,,america,Saison / Farmhouse Ale,10,,16
Vivant Tripel,0.082,,,,america,Tripel,10,,16
Tart Side of the Moon,0.098,,,,america,Belgian Dark Ale,10,,16
Big Red Coq,0.06,,,,america,American Amber / Red Ale,10,,16
Hubris Quadrupel Anniversary Ale,0.099,,,,america,Quadrupel (Quad),10,,16
Plow Horse Belgian Style Imperial Stout,0.095,,,,america,American Double / Imperial Stout,10,,16
Escoffier Bretta Ale,0.092,,,,america,American Wild Ale,10,,16
Contemplation (2012),0.065,,,,america,Bière de Garde,10,,16
Vivant Belgian Style Imperial Stout (2012),0.099,,,,america,Russian Imperial Stout,10,,16
Big Red Coq (2012),0.062,,,,america,American Amber / Red Ale,10,,16
Zaison (2012),0.09,,,,america,Saison / Farmhouse Ale,10,,16
Vivant Tripel (2012),0.092,,,,america,Tripel,10,,16
Trebuchet Double IPA (2012),0.097,,,,america,Belgian IPA,10,,16
Kludde,0.085,,,,america,Belgian Strong Dark Ale,10,,16
Farm Hand,0.055,,,,america,Saison / Farmhouse Ale,10,,16
Solitude,0.06,,,,america,Belgian Pale Ale,10,,16
Triomphe,0.065,,,,america,Belgian IPA,10,,16
Tampa Pale Ale,,,,,america,American Pale Ale (APA),467,,12
Orange Grove Wheat Ale,,,,,america,American Pale Wheat Ale,467,,12
Broad Brook Ale,0.061,,,,america,American Amber / Red Ale,89,,16
Northern Lights Amber Ale,0.05,15,,,america,American Amber / Red Ale,493,,12
Polar Pale Ale,0.052,17,,,america,American Pale Ale (APA),493,,12
Chugach Session Ale,0.048,,,,america,Cream Ale,493,,12
Fairweather IPA,0.061,64,,,america,American IPA,493,,12
East India Pale Ale,0.068,47,,,america,English India Pale Ale (IPA),437,,16
Brooklyn Summer Ale,0.045,,,,america,English Pale Mild Ale,437,,12
East India Pale Ale,0.068,47,,,america,English India Pale Ale (IPA),437,,12
Brooklyn Summer Ale (2011),0.045,,,,america,English Pale Mild Ale,437,,12
Brooklyn Lager (16 oz.),0.052,,,,america,American Amber / Red Lager,437,,16
Brooklyn Lager (12 oz.),0.052,,,,america,American Amber / Red Lager,437,,12
Tour de Nez Belgian IPA (Current),0.08,,,,america,Belgian IPA,530,,16
Roler Bock (Current),,,,,america,Maibock / Helles Bock,530,,16
Black Adder IBA (Current),0.073,85,,,america,American Black Ale,530,,16
Very Noddy Lager (Current),0.099,,,,america,Schwarzbier,530,,16
Tule Duck Red Ale (Current),0.062,42,,,america,American Amber / Red Ale,530,,16
Original Orange Blossom Ale (Current),0.058,35,,,america,Herbed / Spiced Beer,530,,16
Black Noddy Lager (Current),0.052,40,,,america,Schwarzbier,530,,16
Cleveland Beer Week 2013,0.053,,,,america,Munich Helles Lager,357,,16
Painted Turtle,0.045,,,,america,American Pale Ale (APA),56,,12
1836,0.06,40,,,america,American Blonde Ale,214,,12
Summer's Wit,0.06,20,,,america,Witbier,214,,12
More Cowbell,0.09,118,,,america,American Double / Imperial IPA,214,,16
Wrath of Pele,0.065,,,,america,American Brown Ale,24,,16
Black Beer'd,0.068,,,,america,American Black Ale,24,,16
Mr. Tea,0.078,,,,america,Fruit / Vegetable Beer,24,,24
Pale Alement,0.055,40,,,america,American Pale Ale (APA),24,,12
Hopkick Dropkick,0.099,115,,,america,American Double / Imperial IPA,24,,12
Kreamed Corn,0.06,,,,america,Cream Ale,24,,12
Coconoats,0.065,,,,america,American Pale Wheat Ale,24,,16
Joey Wheat,0.068,16,,,america,American Pale Wheat Ale,24,,16
3:33 Black IPA,0.072,86,,,america,American IPA,24,,16
MCA,0.068,,,,america,American IPA,24,,16
Pale Alement,0.055,40,,,america,American Pale Ale (APA),24,,16
Couch Select Lager,0.05,14,,,america,American Pale Lager,197,,12
Mucho Aloha Hawaiian Pale Ale,0.056,36,,,america,American Pale Ale (APA),517,,12
Heinnieweisse Weissebier,0.049,,,,america,Hefeweizen,556,,12
Snapperhead IPA,0.068,,,,america,American IPA,556,,12
Moo Thunder Stout,0.049,,,,america,Milk / Sweet Stout,556,,12
Porkslap Pale Ale,0.043,,,,america,American Pale Ale (APA),556,,12
Blackbeard,0.093,,,,america,American Double / Imperial Stout,5,,12
Rye Knot,0.062,,,,america,American Brown Ale,5,,12
Dead Arm,0.06,,,,america,American Pale Ale (APA),5,,12
HopArt,0.077,,,,america,American IPA,5,,16
Boy King,0.097,,,,america,American Double / Imperial IPA,5,,16
Gran Sport,0.052,,,,america,American Porter,182,,16
Horny Toad Cerveza,0.053,25,,,america,American Blonde Ale,182,,16
Native Amber,0.063,35,,,america,American Amber / Red Ale,182,,16
F5 IPA,0.068,100,,,america,American IPA,182,,16
Native Amber (2013),0.063,35,,,america,American Amber / Red Ale,182,,16
Horny Toad Cerveza (2013),0.053,25,,,america,American Blonde Ale,182,,16
Hopportunity Knocks IPA,0.068,100,,,america,American IPA,155,,12
Pilot Rock Porter,0.06,,,,america,American Porter,155,,12
Caldera Pale Ale,0.056,55,,,america,American Pale Ale (APA),155,,12
Lawnmower Lager,0.039,16,,,america,American Adjunct Lager,155,,12
Ashland Amber Ale (2009),0.054,24,,,america,American Amber / Red Ale,155,,12
Caldera IPA (2009),0.061,94,,,america,American IPA,155,,12
Caldera IPA (2007),0.061,94,,,america,American IPA,155,,12
Caldera Pale Ale (2010),0.056,55,,,america,American Pale Ale (APA),155,,12
Caldera Pale Ale (2009),0.056,55,,,america,American Pale Ale (APA),155,,12
Caldera Pale Ale (2005),0.056,55,,,america,American Pale Ale (APA),155,,12
Caldera Pale Ale (2007),0.056,55,,,america,American Pale Ale (APA),155,,12
Caldera Pale Ale (2011),0.056,55,,,america,American Pale Ale (APA),155,,12
Ashland Amber Ale,0.054,24,,,america,American Amber / Red Ale,155,,12
Caldera IPA,0.061,94,,,america,American IPA,155,,12
Remain in Light,0.05,,,,america,American Pilsner,178,,12
Flower Child (2014),0.065,,,,america,American IPA,178,,12
THP White (2006),,,,,america,Witbier,497,,12
THP Amber (2006),,,,,america,American Amber / Red Ale,497,,12
THP Light (2006),,,,,america,American Blonde Ale,497,,12
THP Dark (2006),,,,,america,English Dark Mild Ale,497,,12
Imperial Pumpkin Stout,0.099,43,,,america,Pumpkin Ale,230,,16
Dead-Eye DIPA,0.09,130,,,america,American Double / Imperial IPA,230,,16
Fisherman's IPA,0.055,64,,,america,American IPA,230,,12
Fisherman's Pils,0.054,35,,,america,German Pilsener,230,,12
Fisherman's Brew,0.055,30,,,america,American Amber / Red Ale,230,,12
Cape Cod Red,0.055,35,,,america,American Amber / Red Ale,267,,16
Beach Blonde,0.049,10,,,america,American Blonde Ale,267,,16
Dark Voyage Black IPA (2013),0.065,80,,,america,American Black Ale,192,,12
Wisconsin Amber,0.052,28,,,america,Vienna Lager,192,,12
Lake House,0.046,18,,,america,Munich Helles Lager,192,,12
Ghost Ship White IPA,0.056,55,,,america,American IPA,192,,12
Lake House,0.046,18,,,america,Munich Helles Lager,192,,16
Mutiny IPA,0.062,70,,,america,American IPA,192,,12
Wisconsin Amber (1998),0.052,,,,america,Vienna Lager,192,,12
Island Wheat,0.042,,,,america,American Pale Wheat Ale,192,,12
Wisconsin Amber (2013),0.052,,,,america,Vienna Lager,192,,12
U.S. Pale Ale,0.05,,,,america,American Pale Ale (APA),192,,12
Supper Club Lager,,,,,america,American Pale Lager,192,,12
Carolina Lighthouse (2007),0.04,,,,america,American Blonde Ale,504,,12
Carolina Blonde (2006),0.05,,,,america,American Blonde Ale,504,,12
Carolina Blonde Light (2005),0.035,,,,america,American Blonde Ale,504,,12
Santa's Secret,0.059,22,,,america,Winter Warmer,179,,16
Flagship IPA,0.057,,,,america,English India Pale Ale (IPA),179,,12
Sky Blue Golden Ale,0.051,,,,america,Kölsch,179,,12
Epitome,0.099,100,,,america,American Black Ale,222,,16
Monkey Chased the Weasel,0.039,9,,,america,Berliner Weissbier,222,,16
077XX,0.078,80,,,america,American Double / Imperial IPA,222,,16
Boat Beer,0.042,35,,,america,American IPA,222,,12
Granny Smith Hard Apple Cider,0.069,,,,america,Cider,404,,16
Dry Hard Apple Cider,0.069,,,,america,Cider,404,,16
Farmer Ted's Cream Ale,0.056,,,,america,Cream Ale,331,,12
Firewater India Pale Ale,0.052,,,,america,American IPA,331,,12
White Zombie Ale,0.047,,,,america,Witbier,331,,12
King Winterbolt Winter Ale,0.07,,,,america,Winter Warmer,331,,12
White Zombie Ale,0.047,,,,america,Witbier,331,,12
Firewater India Pale Ale,0.052,,,,america,American IPA,331,,12
Farmer Ted's Farmhouse Cream Ale,0.056,,,,america,Cream Ale,331,,12
Whitecap Wit,0.048,16,,,america,Witbier,285,,16
Seiche Scottish Ale,0.078,16,,,america,Scottish Ale,285,,16
Peanut Butter Jelly Time,0.058,,,,america,American Brown Ale,96,,12
King Coconut,0.054,,,,america,American Porter,96,,12
Gone A-Rye,0.085,90,,,america,American Double / Imperial IPA,29,,16
Special Release,,,,,america,,29,,16
Dankosaurus,0.068,70,,,america,American IPA,29,,16
Scruffy's Smoked Alt,0.051,35,,,america,Smoked Beer,29,,16
Elliott's Phoned Home Pale Ale,0.051,36,,,america,American Pale Ale (APA),29,,16
The Lawn Ranger,0.05,18,,,america,Cream Ale,29,,16
All American Blonde Ale,0.05,,,,america,American Blonde Ale,452,,12
All American Red Ale,0.05,,,,america,American Amber / Red Ale,452,,12
Main St. Virginia Ale,0.05,40,,,america,Altbier,122,,12
Chin Music Amber Lager,0.045,24,,,america,American Amber / Red Lager,122,,12
Main St. Virginia Ale,0.05,40,,,america,Altbier,122,,12
Chai Ale,0.051,15,,,america,Herbed / Spiced Beer,350,,16
Lucky Day IPA,0.072,85,,,america,American IPA,350,,16
Terrace Hill Double IPA,0.095,99,,,america,American Double / Imperial IPA,350,,16
Catch 23,0.075,77,,,america,American Black Ale,350,,16
Stickin' In My Rye,0.07,,,,america,Rye Beer,236,,24
Black Me Stout,0.06,45,,,america,American Stout,236,,12
Killer Kolsch,0.05,22,,,america,Kölsch,236,,12
Missile IPA,0.07,65,,,america,American IPA,236,,12
Enlighten,0.045,,,,america,Kölsch,250,,16
Ale Cider,0.065,8,,,america,Fruit / Vegetable Beer,250,,16
Pail Ale,0.055,30,,,america,American Pale Ale (APA),250,,16
Englishman,0.045,,,,america,English Brown Ale,250,,16
8 Barrel,0.08,69,,,america,American Strong Ale,226,,16
Oktoberfest,0.055,40,,,america,Märzen / Oktoberfest,226,,16
IPA #11,0.057,58,,,america,American IPA,121,,16
Blood Orange Honey,0.057,10,,,america,Fruit / Vegetable Beer,121,,16
Lighthouse Amber,0.052,,,,america,Altbier,121,,16
Bay of Bengal Double IPA (2014),0.089,126,,,america,American Double / Imperial IPA,99,,12
Churchkey Pilsner Style Beer,0.049,29,,,america,American Pilsner,526,,12
First Press,0.05,,,,america,Cider,425,,12
Magic Apple,0.05,,,,america,Cider,425,,12
Cubano Espresso,0.055,25,,,america,Bock,141,,12
Operation Homefront,0.062,65,,,america,American IPA,141,,12
Wandering Pelican,0.082,65,,,america,American Black Ale,141,,12
Sugar Plum,0.055,,,,america,American Brown Ale,141,,12
Oktoberfest,0.055,,,,america,Märzen / Oktoberfest,141,,12
Puppy's Breath Porter,0.06,,,,america,American Porter,141,,12
Happening Now,0.045,,,,america,American IPA,141,,12
Hopped on the High Seas (Hop #529),0.07,60,,,america,American IPA,141,,12
Hopped on the High Seas (Calypso),0.07,60,,,america,American IPA,141,,12
Wiregrass Post-Prohibition Ale,0.063,,,,america,American Pale Ale (APA),141,,12
Dry-Hopped On The High Seas Caribbean-Style IPA,0.07,60,,,america,American IPA,141,,12
Hopped on the High Seas (Citra),0.07,60,,,america,American IPA,141,,12
Hopped on the High Seas (Ahtanum),0.07,60,,,america,American IPA,141,,12
Gwar Beer,0.055,,,,america,American Pale Ale (APA),141,,12
Tropical Heatwave,0.052,,,,america,American Pale Wheat Ale,141,,16
Humidor Series India Pale Ale,0.075,70,,,america,American IPA,141,,12
Jai Alai IPA Aged on White Oak,0.075,70,,,america,American IPA,141,,12
Invasion Pale Ale,0.05,,,,america,American Pale Ale (APA),141,,12
Maduro Brown Ale,0.055,25,,,america,English Brown Ale,141,,12
Maduro Brown Ale,0.055,25,,,america,American Brown Ale,141,,12
Hotter Than Helles Lager,0.05,,,,america,Munich Helles Lager,141,,12
Tocobaga Red Ale,0.072,75,,,america,American Amber / Red Ale,141,,12
Jai Alai IPA,0.075,70,,,america,American IPA,141,,12
Florida Cracker Belgian Wit,0.05,18,,,america,Witbier,141,,12
Shark Tracker Light lager,0.048,,,,america,Light Lager,145,,12
Pumple Drumkin,0.06,,,,america,Pumpkin Ale,145,,12
Grey Lady,0.045,,,,america,Witbier,145,,12
Summer of Lager,0.062,,,,america,Munich Helles Lager,145,,12
Indie Pale Ale,0.065,,,,america,American IPA,145,,12
Sankaty Light Lager,0.038,,,,america,Light Lager,145,,12
Whale's Tale Pale Ale,0.056,,,,america,English Pale Ale,145,,12
Jacaranada Rye IPA,0.067,60,,,america,American IPA,320,,16
Cascadian Dark Ale,0.06,75,,,america,American Black Ale,418,,12
Wheat the People,0.044,13,,,america,American Pale Wheat Ale,418,,16
Tybee Island Blonde,0.047,17,,,america,American Blonde Ale,415,,12
Savannah Brown Ale,0.062,55,,,america,American Brown Ale,415,,12
Rhode Island Blueberry,0.046,11,,,america,Kölsch,101,,12
Newport Storm IPA,0.065,75,,,america,American IPA,101,,12
Hurricane Amber Ale (2004),0.052,24,,,america,American Amber / Red Ale,101,,12
Hurricane Amber Ale,0.052,24,,,america,American Amber / Red Ale,101,,12
Big Blue Van,0.058,,,,america,Fruit / Vegetable Beer,232,,16
Des Moines IPA,0.068,75,,,america,American IPA,482,,16
Capital Gold Golden Lager,0.048,22,,,america,German Pilsener,482,,16
Farmer John's Multi-Grain Ale,0.056,21,,,america,American Blonde Ale,482,,16
Behemoth,0.05,,,,america,American Pilsner,139,,12
Arkansas Red,0.052,,,,america,American Amber / Red Ale,139,,12
Core Oatmeal Stout,0.057,,,,america,Oatmeal Stout,139,,12
Core ESB,0.061,,,,america,Extra Special / Strong Bitter (ESB),139,,12
Chester's Beer (2005),0.038,,,,america,American Pale Lager,512,,12
Trigger Blonde Ale,0.048,,,,america,American Blonde Ale,515,,16
Crabtree Oatmeal Stout,0.075,29,,,america,Oatmeal Stout,515,,16
Eclipse Black IPA,0.077,71,,,america,American Black Ale,515,,16
Neomexicanus Native,0.06,46,,,america,American Pale Ale (APA),63,,12
Old Soul,0.075,25,,,america,Belgian Strong Pale Ale,63,,12
Snowcat Coffee Stout,0.059,,,,america,American Stout,63,,12
WinterWonderGrass Festival Ale,,,,,america,American Amber / Red Ale,63,,12
Boohai Red Ale,,,,,america,American Amber / Red Ale,63,,12
Lava Lake Wit,0.052,15,,,america,Witbier,63,,12
Mountain Livin' Pale Ale,0.06,,,,america,American Pale Ale (APA),63,,12
Crazy Mountain Amber Ale,0.052,25,,,america,American Amber / Red Ale,63,,12
Tropicalia,0.065,65,,,america,American IPA,247,,12
Athena,0.045,,,,america,Berliner Weissbier,247,,12
Aviator Raspberry Blonde,0.049,25,,,america,American Blonde Ale,169,,12
3 Picket Porter,0.055,,,,america,American Porter,169,,12
Rusty Nail Pale Ale,0.056,,,,america,American Pale Ale (APA),169,,12
Red Water Irish Style Red,0.065,,,,america,American Amber / Red Ale,212,,12
Bear Butte Nut Brown Ale,0.055,,,,america,American Brown Ale,212,,12
Easy Livin' Summer Ale,0.045,,,,america,American Blonde Ale,212,,12
Canyon Cream Ale,0.055,,,,america,Cream Ale,212,,12
Pile O'Dirt Porter,0.069,,,,america,American Porter,212,,12
11th Hour IPA,0.06,,,,america,American IPA,212,,12
South Ridge Amber Ale,0.06,31,,,america,American Amber / Red Ale,472,,16
Summertime Ale,0.052,23,,,america,Kölsch,472,,16
Lost River Blonde Ale,0.049,,,,america,American Blonde Ale,315,,16
Monon Wheat,0.054,,,,america,Witbier,315,,16
Floyd's Folly,0.08,,,,america,Scottish Ale,315,,16
Half Court IPA,0.063,,,,america,American IPA,315,,16
Geary's Pale Ale,0.045,,,,america,English Pale Ale,323,,12
Geary's Summer Ale,0.06,,,,america,Kölsch,323,,12
Stone of Arbroath,0.08,,,,america,Scotch Ale / Wee Heavy,227,,12
The Tradition,0.05,15,,,america,American Blonde Ale,227,,12
El Hefe Speaks,0.053,11,,,america,Hefeweizen,227,,12
Penn Quarter Porter,0.055,,,,america,American Porter,227,,12
On the Wings of Armageddon,0.092,115,,,america,American Double / Imperial IPA,227,,12
The Corruption,0.065,80,,,america,American IPA,227,,12
The Citizen,0.07,,,,america,Belgian Pale Ale,227,,12
The Public,0.06,,,,america,American Pale Ale (APA),227,,12
Dank IPA,0.065,,,,america,American IPA,451,,16
Dank IPA (2012),0.065,,,,america,American IPA,451,,16
Lift Off IPA,0.072,,,,america,American IPA,358,,16
BrewFarm Select Golden Lager,0.055,,,,america,American Pale Lager,554,,12
Sprocket Blonde Ale (2006),0.05,,,,america,American Blonde Ale,333,,12
Sprocket Pale Ale (2006),0.05,,,,america,American Pale Ale (APA),333,,12
Dead Armadillo Amber Ale,0.063,37,,,america,American Amber / Red Ale,330,,12
Neato Bandito,0.06,,,,america,Euro Pale Lager,127,,12
Oak Cliff Coffee Ale,0.075,33,,,america,American Brown Ale,127,,12
Dream Crusher Double IPA,0.085,100,,,america,American Double / Imperial IPA,127,,12
Deep Ellum Pale Ale,0.06,,,,america,American Pale Ale (APA),127,,12
Double Brown Stout,0.07,,,,america,Baltic Porter,127,,12
Farmhouse Wit,0.048,25,,,america,Saison / Farmhouse Ale,127,,16
Rye Pils Session Lager,0.046,,,,america,German Pilsener,127,,12
Dallas Blonde,0.052,23,,,america,American Blonde Ale,127,,12
Deep Ellum IPA,0.07,70,,,america,American IPA,127,,12
Thrasher Session India Pale Ale,0.045,44,,,america,American IPA,283,,12
Gutch English Style Mild Ale,0.05,16,,,america,English Pale Mild Ale,283,,12
Chuli Stout,0.059,55,,,america,Irish Dry Stout,453,,12
Mother Ale,0.056,46,,,america,American Blonde Ale,453,,12
Twister Creek India Pale Ale,0.065,71,,,america,American IPA,453,,12
Single Engine Red,0.058,46,,,america,Irish Red Ale,453,,12
Incredible Pedal IPA,0.07,,,,america,American IPA,263,,12
Graham Cracker Porter,0.05,,,,america,American Porter,263,,12
Mirror Pond Pale Ale,0.05,40,,,america,American Pale Ale (APA),454,,12
Weissenheimer,0.052,16,,,america,Hefeweizen,57,,12
Abbey's Single (2015- ),0.049,22,,,america,Abbey Single Ale,57,,12
Vertex IPA,0.063,76,,,america,American IPA,57,,12
Here Gose Nothin',0.05,12,,,america,Gose,57,,12
Strawberry Blonde,0.05,,,,america,Fruit / Vegetable Beer,57,,12
Hoperation Overload,0.096,85,,,america,American Double / Imperial IPA,57,,12
Abbey's Single Ale (Current),0.049,22,,,america,Abbey Single Ale,57,,12
Bravo Four Point,0.044,45,,,america,American Pale Ale (APA),237,,12
Striped Bass Pale Ale,0.052,26,,,america,American Pale Ale (APA),237,,12
Deadicated Amber,0.054,27,,,america,American Amber / Red Ale,491,,16
Kaleidoscope Collaboration 2012,,,,,america,American Black Ale,491,,16
California Sunshine Rye IPA,0.071,85,,,america,American IPA,491,,16
Full Boar Scotch Ale,0.074,12,,,america,Scotch Ale / Wee Heavy,491,,16
12 Man Pale Ale,0.045,,,,america,American Pale Ale (APA),319,,12
Filthy Hoppin' IPA,0.065,72,,,america,American IPA,311,,16
Dock Street Amber Beer (1992),,,,,america,American Amber / Red Ale,488,,12
Dolores River Hefeweizen,,,,,america,Hefeweizen,531,,16
Dolores River ESB,,,,,america,Extra Special / Strong Bitter (ESB),531,,16
Snaggletooth Double Pale Ale,,,,,america,American Double / Imperial IPA,531,,16
Dolores River Pale Ale,,,,,america,American Pale Ale (APA),531,,16
Dolores River Dry Stout,,,,,america,Irish Dry Stout,531,,16
Dolores River Mild,,,,,america,English Dark Mild Ale,531,,16
Cranberry Blend,0.049,,,,america,Cider,446,,12
Orignal Blend,0.051,,,,america,Cider,446,,12
Hop Abomination,0.066,100,,,america,American IPA,496,,12
Apricot Blonde,0.051,17,,,america,Fruit / Vegetable Beer,496,,12
Dry Dock Hefeweizen,0.043,12,,,america,Hefeweizen,496,,12
Dry Dock Amber Ale,0.058,49,,,america,American Amber / Red Ale,496,,12
Category 3 IPA,0.061,64,,,america,American IPA,340,,12
Dundee Summer Wheat Beer,0.045,18,,,america,American Pale Wheat Ale,538,,12
Pumpkin Patch Ale,0.05,,,,america,Pumpkin Ale,369,,16
Crank Yanker IPA,0.078,74,,,america,American IPA,369,,16
River Runners Pale Ale,0.06,,,,america,American Pale Ale (APA),369,,16
Pumpkin Patch Ale (2012),0.05,,,,america,Pumpkin Ale,369,,16
Mountain Fairy Raspberry Wheat,0.055,,,,america,Fruit / Vegetable Beer,369,,16
Boater Beer,0.045,,,,america,German Pilsener,369,,16
Crank Yanker IPA (2011),0.078,74,,,america,American IPA,369,,16
Bleeding Buckeye Red Ale,0.057,,,,america,Extra Special / Strong Bitter (ESB),352,,16
Dottie Seattle Lager,0.049,25,,,america,American Amber / Red Lager,516,,16
Nut Sack Imperial Brown Ale,0.07,,,,america,American Brown Ale,465,,12
Underachiever,0.05,,,,america,American Adjunct Lager,473,,16
Lil' Brainless Raspberries,0.052,,,,america,Fruit / Vegetable Beer,81,,12
Element 29,0.052,,,,america,American Pale Ale (APA),81,,12
Hop Syndrome,0.05,,,,america,American Pale Lager,81,,12
Escape to Colorado,0.062,,,,america,American IPA,81,,12
Little Sister India Style Session Ale,0.043,60,,,america,American IPA,170,,12
Country Boy IPA,0.062,80,,,america,American IPA,170,,12
Blonde Czich,0.049,23,,,america,American Blonde Ale,26,,16
White Reaper,0.07,61,,,america,Belgian IPA,26,,16
Bobblehead,0.051,,,,america,American Pale Wheat Ale,26,,16
Lucky Dog,0.052,,,,america,American Pale Ale (APA),26,,16
Voodoo,0.048,,,,america,American Porter,26,,16
General George Patton Pilsner,0.054,48,,,america,Czech Pilsener,26,,16
Nomader Weiss,0.04,,,,america,Berliner Weissbier,173,,12
Molotov Lite,0.085,,,,america,American Double / Imperial IPA,173,,16
Hipster Ale (Two Roads Brewing),0.055,,,,america,American Pale Ale (APA),173,,12
Bikini Beer,0.027,,,,america,American IPA,173,,12
Hipster Ale (Westbrook Brewing),0.055,,,,america,American Pale Ale (APA),173,,12
Iron Horse Pale Ale,0.05,32,,,america,American Pale Ale (APA),335,,12
Stone's Throw IPA,0.045,19,,,america,Scottish Ale,335,,12
Wood Chipper India Pale Ale,0.067,70,,,america,American IPA,335,,12
Trail Head,0.063,55,,,america,American Pale Ale (APA),224,,12
Hop Stalker Fresh Hop IPA,0.07,80,,,america,American IPA,224,,16
Sudice American Stout,0.07,58,,,america,American Stout,405,,16
Parcae Belgian Style Pale Ale,0.05,20,,,america,Belgian Pale Ale,405,,16
Norns Roggenbier,0.05,20,,,america,Roggenbier,405,,16
Laimas Kölsch Style Ale,0.05,20,,,america,Kölsch,405,,16
Moirai India Pale Ale,0.07,70,,,america,American IPA,405,,16
Loki Red Ale,0.075,53,,,america,American Amber / Red Ale,201,,16
Peaches & Cream,0.046,,,,america,Fruit / Vegetable Beer,201,,16
Quaff India Style Session Ale,0.051,,,,america,American IPA,201,,16
Loki Red Ale (2013),0.075,53,,,america,American Amber / Red Ale,201,,16
Mjolnir Imperial IPA,0.069,,,,america,American Double / Imperial IPA,201,,16
Fearless Scottish Ale,0.05,,,,america,Scottish Ale,201,,16
Mastermind,0.081,,,,america,American Double / Imperial IPA,172,,12
Hyzer Flip,0.082,,,,america,American Double / Imperial IPA,172,,16
Second Fiddle,0.082,80,,,america,American Double / Imperial IPA,172,,16
Hodad Porter,0.055,30,,,america,American Porter,172,,16
Weiss Weiss Baby,0.045,,,,america,Kristalweizen,36,,12
Czech Yo Self,0.055,45,,,america,Czech Pilsener,36,,12
FMB 101,0.048,20,,,america,Kölsch,36,,12
Hardcore Chimera,0.09,,,,america,American Double / Imperial IPA,256,,16
Sobek & Set,0.08,80,,,america,American Black Ale,256,,16
Nuclear Winter,0.086,,,,america,Belgian Strong Dark Ale,256,,16
Wet Hot American Wheat Ale,0.05,22,,,america,American Pale Wheat Ale,256,,16
Secret Stache Stout,0.053,,,,america,American Stout,256,,16
Fascist Pig Ale,0.08,72,,,america,American Amber / Red Ale,256,,16
Cut Throat Pale Ale,0.055,,,,america,American Pale Ale (APA),256,,16
Threadless IPA,0.075,,,,america,American IPA,256,,16
Cut Throat Pale Ale (2011),0.055,,,,america,American Pale Ale (APA),256,,16
Golden Wing Blonde Ale,0.047,,,,america,American Blonde Ale,256,,16
Easy Jack,0.045,47,,,america,American IPA,48,,12
Union Jack,0.075,75,,,america,American IPA,48,,12
Pivo Pils,0.053,,,,america,German Pilsener,48,,12
805 Blonde Ale,0.047,,,,america,American Blonde Ale,48,,12
805,0.047,20,,,america,American Blonde Ale,48,,12
Deflator,0.065,,,,america,Doppelbock,16,,16
Hinchtown Hammer Down,0.05,27,,,america,American Blonde Ale,16,,16
Half Cycle IPA,0.06,104,,,america,American IPA,16,,16
Inclined Plane Ale,,,,,america,American IPA,532,,12
Moped Traveler,0.055,,,,america,American Pale Ale (APA),54,,16
Snake Dog IPA,0.071,60,,,america,American IPA,521,,12
Underdog Atlantic Lager,0.047,28,,,america,American Pale Lager,521,,12
Flying Mouse 8,0.04,,,,america,American Porter,50,,12
Flying Mouse 4,0.07,70,,,america,American IPA,50,,12
La Ferme Urbaine Farmhouse Ale,0.078,,,,america,Saison / Farmhouse Ale,279,,12
Backyahd IPA,0.06,,,,america,American IPA,279,,12
Raincloud Robust Porter,0.065,,,,america,American Porter,279,,12
Barstool American Golden Ale,0.045,,,,america,American Blonde Ale,279,,12
What the Butler Saw,0.05,18,,,america,Witbier,217,,12
1916 Shore Shiver,0.069,65,,,america,American IPA,217,,12
Quick WIT,0.052,,,,america,Belgian Pale Ale,206,,12
The Optimist,0.062,,,,america,American IPA,206,,12
Suicide Squeeze IPA,0.045,,,,america,American IPA,206,,16
Java the Hop,0.065,,,,america,American IPA,206,,16
Next Adventure Black IPA,0.062,,,,america,American Black Ale,206,,16
3-Way IPA (2013),0.067,,,,america,American IPA,206,,16
Tender Loving Empire NWPA,0.058,,,,america,American Pale Ale (APA),206,,16
Quick Wit Belgianesque Ale,0.052,,,,america,Witbier,206,,16
Sunrise Oatmeal Pale Ale,0.055,,,,america,American Pale Ale (APA),206,,16
Cavatica Stout,0.088,,,,america,American Double / Imperial Stout,206,,16
1811 Lager,0.051,,,,america,American Amber / Red Lager,206,,16
